CASENAME,Depth,Area,RESTHICK,PRESS,TEMP,OILGRAV,SOLGOR,Visco,Psat,Bo,FLUIDTYPE,WATSAL,Aquifer,POROSITY,NTG,PERM,CONWATER,PERM.AQUIFER,OOIP,RF,RFmax,Np,Nw,Ng,Nwi,GOR,SWx,RELPERM.RESSAT.Kro,RELPERM.ENDPOINT.Kro,RELPERM.ENDPOINT.Krw,RELPERM.EXPON.Kro,RELPERM.EXPON.Krw,PROD.PI,WINJ.PI,PROD_TIME,Field.OILRATE,Field.WATRATE,Field.GASRATE,Field.INJWATRATE,Field.INJGASRATE,NumPROD,NumWINJ,BODP_well
19bb32b4,11200,8.1,246,5390,244,16.2,60,13.4,NA,1.05,Undersaturated,17600,Very Strong,0.274,0.65,3170,0.23,2310,370,34.6,42.4,126.71,1117.15,5734,861.34,45,NA,NA,NA,0.3754,NA,NA,40,NA,22.2,26000,253000,0,150600,0,4,1,109988.180751873
e576bd71,7960,12,153,4140,195,40.8,780,0.5,2832,1.282,Undersaturated,65300,Weak,0.177,0.75,140,0.274,110,260,48,55.9,125.67,169.13,73340,319.28,584,NA,NA,0.77,0.23,NA,NA,1,1,32.2,20000,27900,0,31100,NA,13,8,NA
2a22d85f,3760,24.4,197,2420,137,29.5,340,3,2190,1.142,Near Saturation,111100,Weak,0.125,0.69,120,0.407,60,290,33.6,36,96.45,417.64,32335,529.43,335,0.61,0.3,0.8872,0.41,NA,NA,1,2,36.3,22000,43900,NA,58800,0,18,14,24250.579643750098
51490e66,8380,NA,185,4940,165,20.7,190,10.3,1311,1.0651,Near Saturation,66700,Weak,0.251,0.72,150,0.31,130,750,27.9,37.3,210.19,526.04,29228,735.27,139,0.5,0.2807,NA,0.284,NA,NA,NA,NA,27.9,74000,70000,0,78800,NA,15,13,NA
47dcf415,1130,35.3,142,1540,108,35.9,310,2.1,1393,1.076,Undersaturated,121500,Weak,0.109,0.44,50,0.433,20,200,0.2,0.2,0.35,0,210,1.47,603,0.11,NA,0.8075,0.26,NA,NA,0,0,47.1,21000,0,0,95100,129800,187,208,NA
3e619727,2500,9.5,194,1680,112,25.9,60,19.1,253,1.025,Highly Undersaturated,NA,Medium,0.198,0.83,180,0.344,140,270,25.4,NA,67.38,717.9,2780,786.39,41,0.51,0.3,0.769,0.3898,NA,NA,3,NA,57.2,27900,NA,NA,NA,0,10,NA,50972.02080294024
2d299814,1830,34.7,389,1750,128,14.3,100,151.6,1571,1.04,Near Saturation,122400,Medium,0.103,0.47,270,0.448,NA,580,14.1,15.1,82.53,1492.02,8350,1580.43,101,NA,0.311,0.88,0.5296,5.72,NA,3,NA,45.6,68000,136000,0,158400,0,31,14,14090.507003839219
8a5e2430,8280,6.5,215,4950,181,19,30,31.9,240,1.031,Highly Undersaturated,18900,Medium,0.269,0.63,500,0.219,380,280,21.4,22.7,60.23,98.28,1489,0,25,0.35,0.3,0.707,0.233,NA,NA,5,NA,37.1,23000,43500,0,0,NA,5,0,92449.29019081173
7b510788,5020,31.2,225,3440,137,20.7,110,19.5,757,1.04,Undersaturated,70000,Weak,0.182,0.76,130,0.331,90,800,15.5,32.8,124.8,53.12,10237,177.6,82,0.43,0.31,0.86,0.374,NA,NA,NA,NA,8.4,89100,65500,0,NA,NA,25,11,NA
837b7d0b,4310,23.1,175,2260,156,34.9,350,1.5,2051,1.161,Undersaturated,98000,Medium,0.12,0.72,170,0.371,NA,360,39.5,44.1,141.3,569.3,49515,735.57,350,0.62,NA,NA,0.512,3.26,2.91,2,3,46.3,27000,48800,0,NA,NA,19,8,22987.793455564868
17d938de,7200,18.6,337,3520,186,29.8,490,1.3,3214,1.23,Near Saturation,99000,Medium,0.144,0.71,120,0.373,80,530,41.3,NA,220.97,53.55,766675,295.73,3470,0.58,NA,NA,0.1755,NA,NA,2,NA,32,45000,20000,100,NA,NA,15,11,NA
b7a7ce64,8840,23,292,4180,202,25.7,80,2.7,NA,1.05,Highly Undersaturated,17900,Very Strong,0.279,0.66,1060,0.202,980,1290,33,NA,424.96,1341.97,24810,0,58,0.45,NA,NA,0.35,NA,NA,17,NA,37.8,129000,200700,0,0,0,6,0,83594.05678935873
16e338d8,7740,24.7,241,4380,176,32.7,550,1,2274,1.1854,Undersaturated,67000,NA,0.189,0.74,110,0.284,90,770,42.8,53.6,328.62,332.21,134701,712.5,410,0.59,0.2593,NA,0.2187,NA,NA,2,3,32.5,58700,60100,NA,NA,NA,16,9,26934.863237378522
2a859d22,5120,19.4,202,2570,186,22.4,160,6.3,1081,1.06,Undersaturated,73100,Medium,0.151,0.64,300,0.342,190,360,18.6,20.1,66.6,24.18,12328,0,185,NA,NA,NA,0.308,NA,NA,3,NA,40.7,28000,5300,NA,NA,0,11,0,NA
f295541e,2080,15.2,122,1240,118,25.9,60,9.2,278,1.028,Highly Undersaturated,71200,Medium,0.158,0.8,240,0.341,150,210,10.3,16.7,21.81,0.62,1023,0,47,0.38,0.29,0.964,NA,NA,NA,NA,NA,14.5,19000,200,0,0,0,17,0,28352.708379150135
bbb43478,11380,19.1,390,5610,250,24.8,210,2.6,1497,1.09,Near Saturation,19600,Very Strong,0.269,0.71,1150,0.205,920,1520,44.3,49.7,675.86,1566.35,106118,0,157,NA,NA,NA,0.1973,NA,NA,25,NA,29.4,121000,296300,0,0,0,5,0,88252.36514312332
52e9a871,3670,9.9,369,3230,106,18,50,133.9,376,NA,Undersaturated,78800,Weak,0.235,0.67,190,0.356,140,410,24.9,27.2,101.81,1075,3833,1175,38,NA,NA,0.759,0.26,NA,2.889,NA,NA,53.5,31000,63300,0,66400,0,8,NA,60435.088283987716
38bb810d,9950,11.6,111,5170,210,47.4,490,0.5,NA,1.18,Undersaturated,14400,Medium,0.27,0.51,260,0.167,220,190,27,29.5,52.28,0.91,19071,0,365,0.34,NA,0.9032,0.312,NA,NA,NA,NA,29.4,20000,200,0,0,0,NA,0,52691.10804419615
929363bf,3780,8.2,269,2580,134,30.2,90,5.6,379,1.0332,Highly Undersaturated,55600,Weak,0.22,0.47,160,0.284,120,210,38.4,44.9,79.7,370.14,5364,450.24,67,NA,NA,0.74,0.399,2.79,NA,NA,NA,40.2,16000,33900,0,36500,0,10,6,43740.09750908939
9ecc8ab9,7200,NA,130,3380,210,29.8,300,1.5,1573,1.1147,Undersaturated,57500,Medium,0.165,0.7,360,0.289,230,200,28.3,34,57.33,27.58,12945,0,226,NA,NA,0.6534,0.43,NA,2.17,2,NA,22.5,25000,5700,0,0,NA,6,0,NA
9ef63d2f,9990,33.4,79,4870,229,43.2,1050,0.3,3207,1.4012,Undersaturated,22800,Medium,0.213,0.69,250,0.178,210,380,36.3,48.2,138.55,0,675920,0,NA,0.19,0.2077,NA,0.307,NA,NA,1,2,31.1,33000,0,100,0,600,13,3,38248.37598724004
786e59a1,4390,29.2,35,1920,167,12.1,10,157.3,164,NA,NA,58100,Very Strong,0.197,0.87,1970,0.373,940,130,21.2,22,26.82,460.45,295,458.61,11,0.51,NA,NA,0.4249,NA,2.905,4,NA,57.3,14000,31700,0,30700,0,6,2,70334.40517200215
b53d6875,6200,35.7,486,2530,192,17.3,50,23.1,459,NA,Undersaturated,NA,Very Strong,0.23,0.67,1420,0.327,900,2650,22.7,31.2,601.19,2379.37,22224,2138.73,37,0.48,NA,NA,0.298,NA,1.609,NA,NA,25.2,288100,349700,0,310300,NA,7,2,64112.535007000304
36e13624,3040,NA,227,2550,124,27.8,240,7.4,1234,1.067,Undersaturated,106800,Weak,0.181,0.74,80,0.394,60,650,9.6,NA,62.6,6.28,11415,79.13,182,0.45,NA,0.83,0.2587,NA,NA,1,1,6.2,55000,18500,0,142000,NA,34,NA,12412.46103537851
d0e74f44,2610,13.9,128,1470,146,23,150,10.7,1334,1.069,Undersaturated,110600,Medium,0.113,0.83,180,0.422,NA,130,16.7,NA,21.84,1.47,12442,0,570,0.48,0.29,0.62,NA,NA,NA,NA,NA,20.2,12000,600,0,0,NA,13,0,38636.58680499379
d4e80360,5870,7.5,219,2770,193,30.6,340,1.9,1816,1.1251,Near Saturation,78400,Medium,0.143,0.39,270,0.338,160,80,30.8,36.5,23.9,9.36,7394,0,309,0.49,NA,NA,NA,NA,2.338,NA,NA,17.2,7000,3000,0,0,NA,7,0,60251.011497504915
2980749d,10630,10.9,155,5160,238,28.1,210,1.5,1090,1.089,Undersaturated,22400,Very Strong,0.279,0.57,840,0.204,740,330,46.6,48.3,152.85,690.81,23859,0,156,NA,0.2145,NA,0.27,NA,NA,7,8,55.1,40000,92800,0,0,0,5,NA,86669.42265975871
3dc33be5,7590,30.8,208,5570,195,43.5,1460,0.3,5047,1.465,Undersaturated,81200,Medium,0.138,0.7,100,0.289,80,510,51.1,60.6,262.65,0.01,3440439,0,13099,0.3,NA,NA,0.27,NA,NA,1,2,49.7,44000,0,200,0,1500,25,6,19235.2543451807
bb2a2996,11960,39.4,333,6990,255,42,1940,0.2,6363,1.943,Near Saturation,11700,Very Strong,0.245,0.71,1250,NA,NA,2390,45.9,48.3,1098.61,0.26,28548743,0,25986,0.02,0.18,NA,0.3203,NA,NA,NA,NA,49.4,280100,700,1800,0,NA,6,1,72884.17306294141
bccbda6a,11460,20.5,140,5540,253,34.8,210,0.8,951,1.094,Undersaturated,5900,Very Strong,0.286,0.64,1860,0.162,1730,620,56,61.1,345.38,679.74,54961,0,159,NA,NA,NA,0.18,NA,NA,9,NA,27.5,65000,132900,0,0,0,6,NA,84035.6412166584
86a6884b,9590,37.5,153,4900,216,26.7,110,3.1,624,1.056,Undersaturated,22500,Strong,0.275,0.79,600,0.21,560,1250,26.5,30.8,332.22,123.03,27990,0,84,0.41,NA,NA,0.43,NA,NA,6,NA,17.5,107000,34400,0,NA,NA,8,NA,64138.5450202426
ef22a3ac,11800,9.2,263,5910,244,38.8,700,0.3,2238,1.263,Undersaturated,2700,Strong,0.297,0.8,560,0.151,500,620,49.5,54.1,308.87,321.53,162486,0,526,NA,0.19,NA,0.3,NA,NA,11,14,26.6,46000,88500,0,0,0,5,0,87662.18173701782
00a7235a,6870,13.2,148,4570,147,22.2,180,12.3,1197,1.0584,Near Saturation,70600,Weak,0.206,0.38,100,0.319,70,140,32.2,38,45.33,142.47,5992,189.1,132,0.54,0.3064,0.819,0.276,NA,NA,0,1,29.6,15000,17700,0,19000,NA,14,8,32497.05297559891
82df60e3,1240,7.4,167,1010,98,17.3,50,269.1,388,1.0212,Undersaturated,117000,Weak,0.136,0.74,160,0.439,70,90,12.5,17,10.76,115.06,377,127.03,35,0.51,0.3374,0.82,NA,NA,1.836,2,NA,18.8,8000,22000,0,38100,0,11,6,41998.73878845353
dd1cbbaa,8340,20.8,141,4440,196,24.6,310,3.2,1992,1.113,Near Saturation,67400,Medium,0.183,0.71,230,0.313,150,370,12.3,18.3,45.66,0.02,298170,0,6530,0.32,NA,0.945,0.541,NA,NA,NA,3,35.9,40000,300,0,0,7200,11,3,37935.372268553525
596ce0cd,3110,22.1,170,1440,151,14.1,30,140.9,231,1.0265,Highly Undersaturated,74600,Strong,0.181,0.67,940,0.385,480,460,24.4,25.8,112.79,1163.22,2269,1272.92,20,NA,0.2893,NA,0.252,3.764,NA,6,NA,38.6,33000,100500,0,104400,0,13,NA,NA
a1adcc29,3840,30.3,358,2740,126,20.8,280,17.6,2027,1.08,Near Saturation,112900,Weak,0.148,0.62,130,0.42,80,720,24.5,30.1,175.47,840.98,36838,1033.28,NA,0.56,NA,0.87,0.39,NA,NA,2,3,38,69000,NA,0,NA,0,23,12,NA
6c59b880,11190,21,171,6800,232,41.3,2060,0.2,6187,1.937,Near Saturation,20100,Medium,0.236,0.38,180,0.164,NA,350,44.8,51,155.68,0.92,2644748,0,16989,0.19,0.19,0.86,NA,NA,1.58,1,1,30.2,40000,200,300,0,NA,9,2,46813.70424912893
ed82b22b,10680,18.1,206,5540,229,17.8,30,NA,303,1.04,Highly Undersaturated,11100,Very Strong,0.293,0.36,1200,0.198,1090,350,21.9,37,75.68,182.28,1841,50.91,24,0.37,NA,NA,0.34,NA,1.99,NA,NA,8.8,43000,146600,NA,34600,0,5,1,92146.61126658786
f2975ecb,1950,17.7,228,1360,115,36,270,1.9,895,1.076,Undersaturated,96300,Weak,0.17,0.63,140,0.355,90,320,38,NA,120.59,161.88,24068,296.39,200,0.6,NA,0.6354,0.26,NA,NA,1,NA,20,30000,50900,0,92600,NA,32,17,13923.869429980732
2a567606,5960,24.4,132,2880,185,38.7,680,NA,2463,1.241,Undersaturated,85700,Medium,0.187,0.43,140,0.325,110,280,16.3,17.5,45.27,0.03,87730,0,1938,NA,NA,NA,0.47,2.41,2.691,1,1,21.8,23000,0,0,0,NA,22,0,23374.39228793109
c607febe,4630,28,388,3830,145,41.5,970,NA,3461,1.347,Undersaturated,95700,None,0.162,0.6,80,0.318,60,1000,46.3,NA,463.08,390.73,5571404,946.23,12031,0.57,NA,0.8758,0.298,NA,2.259,NA,NA,58.1,88000,41200,300,114900,12700,31,30,15220.258673723982
adf02ffa,6220,2.6,83,3060,179,13.8,60,86.5,658,1.0366,Undersaturated,78300,Strong,0.229,0.81,670,0.38,440,30,23.5,23.6,7.96,166.39,340,98.09,NA,0.52,0.28,0.885,0.452,NA,NA,3,NA,45.7,3000,26400,0,13600,NA,4,1,NA
ae528338,11910,20.8,202,5920,248,21.6,210,3.6,1774,1.098,Near Saturation,7900,Very Strong,0.273,0.57,2380,0.177,NA,680,42,46.9,285.37,1845.06,45309,0,159,0.51,NA,0.6808,0.4091,NA,NA,23,NA,41.8,59000,268900,0,0,0,4,0,123781.22640376096
99b364ab,5150,13,75,2580,167,32.2,120,2.5,486,1.05,Highly Undersaturated,NA,Medium,0.236,0.71,340,NA,270,160,22.1,26.7,36.13,17.45,3268,0,90,0.38,0.25,0.9205,0.366,NA,1.35,2,NA,26.3,17000,4700,0,0,0,NA,0,NA
f043e115,3170,19,269,2200,126,19.4,110,56.8,890,1.037,Undersaturated,102100,Weak,0.167,0.56,120,0.406,70,400,28.3,30.3,112.58,737.9,9141,857.09,81,0.57,0.313,0.92,0.12,NA,NA,1,NA,51.3,37000,46800,NA,63600,NA,20,10,22099.093132339767
84d572e8,9990,21.7,360,4560,240,33,140,1.1,673,1.0714,Highly Undersaturated,10800,Very Strong,0.254,0.62,1400,0.179,1130,1580,47.9,48.8,755.1,1443.09,81500,0,108,0.56,NA,0.978,0.208,NA,NA,20,30,40.8,126000,206200,0,0,NA,6,0,72938.06083737582
309c6573,2920,9.2,80,1370,156,26.3,220,4.3,1206,1.08,Undersaturated,96800,Medium,0.126,0.67,250,0.389,NA,60,19.3,19.7,11.32,3.93,6465,0,571,0.47,NA,0.9412,0.5017,NA,NA,NA,NA,49.5,5000,1000,NA,0,NA,9,0,56019.96281634201
77345918,7880,24.8,58,2990,227,34.1,250,0.9,1089,1.1,Undersaturated,37800,Very Strong,0.227,0.65,910,0.241,NA,210,44.8,50.2,91.83,104.23,16853,0,184,0.54,NA,NA,0.37,NA,2.94,2,NA,47.5,21000,13100,0,0,0,9,0,49621.7579246324
24a86b57,5720,8.9,241,3120,NA,31,30,3.7,113,1.028,Very Highly Undersaturated,13000,Medium,0.269,0.74,740,0.191,590,470,37,37.7,174.67,220.16,4476,0,26,0.44,0.258,NA,0.38,3.078,NA,NA,12,48.2,56000,52000,0,NA,0,6,0,69450.05890130124
0fff2936,9370,NA,240,4740,213,30.1,320,1.3,1508,1.116,Undersaturated,41700,Medium,0.251,0.4,330,0.239,300,420,29.8,32.7,124.69,43.24,29256,0,235,0.41,NA,0.76,0.2221,NA,NA,3,3,37.5,50000,8900,0,0,0,9,0,51006.20844766963
3e1733ab,6630,18.6,114,3440,169,26.9,150,5.4,906,1.058,Undersaturated,60300,Medium,0.226,0.74,330,0.303,230,300,22.2,27,65.83,6.55,7228,0,110,0.45,0.26,0.7879,0.25,NA,NA,2,NA,14.8,28000,2400,0,0,NA,9,0,54082.90105217602
cd82b602,11500,19.4,169,5730,247,32.9,290,0.7,NA,1.1171,Undersaturated,9000,Very Strong,0.292,0.79,760,0.165,760,780,41.7,53.2,325.54,307.58,71309,0,219,0.51,0.2021,0.85,0.2804,3.9,NA,9,12,15.5,NA,118000,0,0,NA,6,0,71200.81943186524
2ffd27ca,4730,28.2,178,3100,148,45.4,400,0.9,1202,1.12,Undersaturated,41300,Weak,0.208,0.69,140,0.209,120,850,51.2,56.4,433.32,1090.49,129182,1582.93,NA,0.61,NA,0.915,0.22,NA,1.382,1,NA,48.5,82000,87200,NA,98800,NA,55,24,9088.81671869122
1b6d87bf,11900,26.4,171,5890,247,14.5,140,9,1723,1.08,Near Saturation,13400,Very Strong,0.272,0.7,3950,0.211,3380,800,40.7,43.4,326.2,4357.14,34050,1466.92,104,0.53,0.22,NA,0.364,NA,1.98,34,44,34.2,61000,501400,0,157400,0,4,1,110951.31716198375
b8603c36,2850,21.5,102,1860,119,21.7,130,19.8,831,1.042,Undersaturated,99200,Weak,0.156,0.49,130,0.396,70,130,10.9,30.3,14.06,3.69,1364,19.38,97,NA,NA,NA,NA,NA,NA,0,1,5.7,14800,8900,NA,24200,0,31,16,16549.535949332003
1bcac2c2,8010,25.8,337,NA,213,18.3,20,10.2,135,1.03,Highly Undersaturated,9600,Very Strong,0.266,0.77,2060,0.197,1560,2060,29.4,35,605.78,1806.66,10515,0,17,NA,0.254,0.938,0.44,NA,1.87,NA,71,24.1,191000,465900,0,0,0,6,0,80983.72376128973
f8660fbe,11850,15.1,226,5970,248,16.2,40,12.9,NA,1.05,Undersaturated,2900,Very Strong,0.298,0.58,2020,0.162,NA,570,34.5,39.9,198.23,2574.52,5268,1205.94,27,0.44,0.25,NA,0.2159,NA,NA,NA,NA,29.5,50000,440300,0,164100,0,4,1,120344.92599952355
196ad345,4460,18.1,203,2590,148,32.1,80,4.5,338,1.03,Highly Undersaturated,39400,Medium,0.21,0.78,310,0.255,240,510,17.5,19.6,90.17,8.18,5029,0,NA,NA,NA,NA,0.26,NA,NA,4,NA,32.6,45000,1700,0,0,NA,11,0,43750.132285517284
460da274,1050,15.4,322,880,101,23.8,NA,27.1,561,1.031,Undersaturated,122300,Weak,0.117,0.54,40,0.443,20,240,22.8,NA,54.64,772.33,4009,832.54,73,0.57,0.3416,NA,0.18,NA,NA,1,1,47.8,23000,73900,0,149600,0,61,59,7329.499947194289
12993f75,8510,18.4,207,3580,222,27,540,1,2666,NA,Near Saturation,NA,NA,0.207,0.54,410,0.324,330,390,41.1,NA,159.26,155.57,98189,0,617,0.57,0.217,NA,0.31,NA,NA,NA,NA,39.9,29000,18800,0,0,NA,10,0,45270.026037774514
4c2d12f0,11300,9.3,191,5640,234,NA,60,8.2,520,1.05,Undersaturated,10700,Very Strong,0.294,0.64,1600,0.19,1640,350,42.9,NA,151.71,1729.74,6946,0,46,0.53,NA,0.734,NA,NA,NA,13,NA,58.4,40000,199300,0,0,NA,4,0,NA
31399d4b,1610,10.1,95,2850,97,31,490,3.7,2575,1.09,Near Saturation,NA,Weak,0.124,0.63,30,0.442,20,60,2.4,2.4,1.31,0,680,0.38,517,0.05,0.3,NA,0.129,NA,NA,0,0,58.7,5000,0,0,NA,36800,36,54,13658.445397074684
5fc258be,6330,20.2,202,3740,139,25.4,780,1.3,3398,1.27,Near Saturation,106200,Weak,0.176,0.68,120,0.384,90,430,39.9,44.6,169.89,628.35,99581,841.02,586,0.63,0.27,0.872,0.413,NA,NA,1,2,46.9,41200,53100,0,67000,0,NA,10,28455.23364476685
ca2eb334,6940,14.7,124,3770,172,37,190,1.6,778,1.0668,Highly Undersaturated,38600,Medium,0.249,0.65,280,0.231,230,280,23.2,27.3,64.01,3.26,8909,0,139,0.36,NA,0.95,NA,NA,NA,1,NA,37,27000,600,0,0,0,NA,0,21533.951065300167
cac7ef86,9510,13.6,56,5190,187,17.5,200,24.2,2224,1.08,Full Saturated,86000,Medium,0.237,0.68,220,0.372,170,110,20.6,27,22.64,100.25,3415,110.2,151,0.5,NA,0.754,0.239,4.13,NA,1,NA,36.8,10000,9100,NA,9600,NA,7,2,63976.521356247504
a37973f7,5930,4,152,4130,NA,31.6,200,3.2,861,1.06,Undersaturated,60200,Weak,0.238,0.83,160,0.273,120,100,35.9,37,35.42,300.27,5410,334.82,153,0.53,0.2857,0.868,0.37,NA,NA,NA,2,57.8,11000,16900,0,17300,0,5,2,97297.91884510894
4070f123,8540,21.7,188,4320,196,19.7,40,11.4,312,1.04,Highly Undersaturated,21000,Very Strong,0.273,0.75,1010,0.226,780,770,27.4,28.6,211.68,783.03,7079,0,33,0.42,NA,0.91,0.42,NA,NA,13,16,40.6,73000,158300,0,0,0,6,0,79274.21972324664
41efbe8d,1920,34.2,194,1290,113,19.1,120,24.5,1171,1.051,Undersaturated,116200,Weak,0.111,0.69,150,0.432,60,340,16.8,23.2,57.17,308.6,7069,372.31,124,NA,0.321,NA,0.376,3.007,1.597,NA,2,22.1,30000,54800,0,89500,0,26,19,NA
0eff9ea6,5180,33.3,331,3290,132,14.1,30,258,243,1.024,Highly Undersaturated,61000,Medium,0.258,0.59,390,0.341,310,1430,21,22.3,301.4,3041.49,6610,3289.87,22,0.48,0.304,NA,0.291,NA,NA,NA,NA,56.9,153000,168600,0,171500,0,17,7,25244.70882943715
bfba9d8c,10190,13.1,104,4850,222,48.1,650,0.3,2064,1.2421,Undersaturated,6000,Strong,0.285,0.68,380,0.154,380,300,19.2,NA,58.06,0.47,28379,0,489,NA,0.188,0.83,NA,NA,NA,NA,NA,7.5,37000,1200,NA,NA,0,8,0,NA
e88ea69a,8750,6.4,90,3630,206,14.9,30,23.9,394,1.0414,Undersaturated,33900,Very Strong,0.265,0.55,3140,0.293,NA,70,37.8,37.9,27.4,532.89,695,282.55,25,0.56,0.2408,0.778,0.485,NA,NA,NA,NA,39.8,9000,91100,0,50300,0,4,NA,NA
c37f4456,3160,16.8,156,1870,134,38.5,340,1.1,1680,1.15,Undersaturated,97000,Medium,0.122,0.8,130,0.364,70,220,48.8,53,105.12,396.22,36220,522.69,345,0.68,NA,0.9419,0.18,NA,NA,1,NA,40.5,16000,42600,0,58800,0,23,12,19896.346529268245
f73c0f07,3640,17.5,123,2520,NA,42.6,200,1.5,609,1.06,Highly Undersaturated,45500,Weak,0.242,0.79,180,0.225,150,430,47.9,50,205.63,663.62,30750,883.43,150,NA,NA,0.88,0.251,NA,NA,1,NA,50.8,47900,NA,0,70700,0,23,13,21538.34045441624
ec274a13,9700,14.4,383,4410,225,28.1,130,2,NA,1.069,Undersaturated,18400,Very Strong,0.238,0.56,1250,0.206,960,700,38.4,53.4,269.7,297.54,27293,0,NA,0.51,NA,0.767,0.461,NA,2.524,21,NA,15.2,54000,233000,NA,0,0,5,0,NA
1fc46b36,1430,17.8,135,1040,106,40.1,60,2.7,141,1.0235,Very Highly Undersaturated,59700,Weak,0.219,0.74,130,0.282,NA,340,34.7,45.1,117.55,156.56,5408,281.4,46,0.53,NA,0.857,0.241,NA,2.449,1,2,16.3,40000,71000,NA,127800,0,58,32,8412.61915081815
d5e8b4f0,10700,14.9,319,5610,220,33.9,140,1,542,1.0649,Highly Undersaturated,5200,Medium,0.282,0.62,520,0.159,490,840,40.1,42.2,334.68,112.83,34042,0,102,0.45,0.24,NA,NA,NA,NA,7,NA,36.3,93000,25600,0,0,0,7,0,66919.49075423514
c85f4342,10410,7.2,157,5130,232,31.5,350,0.9,1612,1.1322,Undersaturated,28100,Medium,0.255,0.59,460,0.209,390,160,40.7,56.4,64.51,26.35,16752,0,260,0.53,0.221,0.869,0.254,NA,2.27,4,NA,13.3,16000,31400,0,0,0,5,0,94120.15003583394
42a44efd,1680,40.4,219,1050,113,25.2,130,10.1,963,1.0524,Undersaturated,115900,Weak,0.123,0.69,160,0.428,80,530,27.5,31.2,145.55,456.62,19126,617.65,131,0.59,0.302,NA,0.288,3.508,NA,2,3,21.1,39000,119300,0,197100,0,54,30,8629.48392200342
63771660,10460,30,450,5080,222,16.8,50,14.5,550,1.0477,Undersaturated,16600,Very Strong,0.254,0.65,2180,0.227,1650,2580,6,38.4,155.66,8.64,5656,43.66,36,0.27,NA,0.79,0.4972,NA,NA,66,NA,5.7,213100,41900,0,112400,0,5,1,NA
0a56722f,8250,7.3,256,4190,212,19.1,110,11.5,954,1.054,Undersaturated,56100,Medium,0.253,0.66,490,0.305,400,250,37.2,38.8,93.63,279.56,8033,0,86,0.56,NA,0.975,0.419,NA,NA,5,10,33.5,28000,47500,NA,0,NA,5,0,83924.1749887378
aa5c2acc,1900,23.9,262,1980,107,27.7,280,5.8,1782,1.076,Undersaturated,120500,Weak,0.121,0.71,90,0.435,50,430,37.6,45.5,160.43,598,44354,781.05,276,0.65,0.2974,NA,0.208,NA,1.78,NA,2,34.2,43000,70000,0,108900,NA,33,24,NA
b53f62a0,6730,NA,155,3350,169,41.2,800,0.3,3036,1.397,Undersaturated,58400,Weak,0.18,0.87,160,0.231,NA,490,46.5,55.2,226.54,49.37,1456326,326.18,6428,NA,NA,NA,0.146,NA,2.985,1,NA,41.2,38000,NA,NA,60800,16100,20,15,NA
773653cd,8680,32.2,481,5260,216,40.5,1340,0.2,4796,1.583,Undersaturated,66500,Medium,0.157,0.65,120,0.254,NA,1710,41.9,49.5,713.94,0.05,8413837,0,11785,0.26,NA,0.955,0.354,NA,2.21,4,NA,39.2,156000,0,700,0,7900,18,4,23100.50996184291
bfce33d5,11660,11,155,5790,249,11.5,10,21.7,173,1.041,Highly Undersaturated,10500,Very Strong,0.295,0.82,6860,0.234,NA,410,22.3,24.3,92.72,1633.31,1009,863.41,NA,NA,0.255,NA,0.52,NA,NA,NA,105,14.8,44000,536000,0,258900,0,4,1,114941.48486921185
2a547cd3,10290,9.1,269,5290,209,25.9,140,3.6,879,1.064,Undersaturated,26800,Medium,0.282,0.73,570,0.219,490,630,21.9,35.5,137.3,65.79,14174,0,103,0.39,0.2384,0.988,0.4756,NA,NA,NA,NA,10.2,59000,98200,0,NA,0,7,0,63819.863653842396
ca89f649,3820,18.3,146,2190,128,35.1,530,1.2,1899,1.171,Undersaturated,99800,Weak,0.183,0.64,150,0.362,120,260,48.3,NA,123.24,326.67,48779,473.37,396,NA,0.2542,0.88,0.36,NA,NA,1,NA,48.3,23400,27900,0,38500,0,22,9,20184.39299998863
b9608ba6,11140,9.4,297,5360,256,18.9,220,4.3,1956,1.1,Near Saturation,34100,Very Strong,0.238,0.47,1110,0.254,860,300,33.3,41.7,99.84,304.66,16598,0,NA,0.5,NA,0.945,0.299,NA,NA,14,NA,12.4,36000,157000,NA,0,NA,4,0,119887.25063562597
0c292bad,4000,20.6,143,1870,165,35.4,340,0.9,1698,1.1594,Undersaturated,85500,Weak,0.124,0.56,110,0.333,70,200,40.6,42.4,81.1,334.64,27606,431.39,340,0.61,NA,0.9127,0.415,NA,NA,NA,NA,55.2,17800,21600,0,27800,0,15,12,31323.03130575805
8b8f7251,1910,36.9,270,1380,110,14.1,80,218.8,1259,1.0377,Near Saturation,122200,Weak,0.115,0.67,100,0.447,40,530,16.8,18.2,89.51,1641.35,7477,1741.82,84,0.54,0.33,NA,0.173,NA,NA,2,2,57.2,56000,124900,0,193500,0,48,35,NA
8f1e239b,10830,15,53,NA,249,42.3,1360,0.2,4068,1.529,Near Saturation,NA,Medium,0.227,0.53,260,0.196,230,110,35.9,50.7,39.82,0.06,170059,0,4270,0.22,NA,0.9583,0.54,NA,NA,NA,NA,21.2,10000,0,0,0,1100,12,NA,34527.68229526846
01747fee,6230,19.7,105,3460,177,32.6,250,1.4,1070,1.0875,Undersaturated,47700,Weak,0.185,0.59,220,0.253,130,190,43.3,44.3,84.35,374.15,16052,461.42,190,0.57,NA,0.777,0.33,3.302,NA,1,1,55.7,17000,23900,NA,25800,0,11,7,41264.28604394949
